0>0:0,1:93.5707,2:103.364,3:99.7783,4:95.4753,5:89.5352,6:103.153,7:95.0505,8:169.004,9:91.4204,10:101.407,11:92.6921,12:98.5736,13:99.5421,14:100.068,15:106.462,16:101.778,17:104.19,18:94.1251,19:100.912,20:109.966,21:88.919,22:99.3067,23:90.9637,24:98.2124,25:94.4451,26:108.566,27:106.413,28:92.3953,29:96.1539,30:166.669,31:98.5616,32:88.4844,33:102.414,34:106.579,35:93.4063,36:104.139,37:110.995,38:177.284,39:103.831,40:87.734,41:103.484,42:97.3753,43:106.804,44:104.336,45:101.411,46:105.726,47:99.2213,48:154.062,49:94.2915,50:94.2019,51:97.5352,52:94.8845,53:100.881,54:97.6535,55:105.485,56:96.7125,57:107.47,58:91.1025,59:100.305,60:108.394,61:94.1948,62:99.6855,63:99.4726,64:90.9958,65:96.3823,66:104.09,67:102.709,68:89.8272,69:105.223,70:88.0765,71:97.4732,72:173.029,73:96.625,74:96.3285,75:95.9567,76:98.6425,77:155.074,78:102.812,79:85.3409,80:103.465,81:95.3942,82:108.702,83:104.197,84:96.5499,85:103.021,86:94.8466,87:99.4767,88:87.3228,89:99.1379,90:98.2695,91:95.3864,92:101.982,93:91.9874,94:106.945,95:104.119,96:103.524,97:170.311,98:85.8977,99:98.7473
84>0:96.2878,1:80.4858,2:84.5712,3:90.9703,4:67.255,5:190.252,6:97.4317,7:93.6968,8:148.691,9:135.595,10:204.728,11:108.916,12:103.026,13:220.083,14:89.5185,15:90.4677,16:89.22,17:98.978,18:252.762,19:89.9792,20:94.5759,21:196.277,22:141.807,23:206.785,24:91.3095,25:211.991,26:99.1569,27:147.915,28:145.592,29:219.541,30:82.0265,31:212.696,32:195.203,33:89.5397,34:99.984,35:82.7913,36:202.106,37:93.3764,38:86.4682,39:97.4076,40:214.468,41:96.1843,42:66.8833,43:104.656,44:199.859,45:216.832,46:93.0284,47:96.7788,48:145.994,49:198.216,50:91.1681,51:99.2598,52:193.429,53:95.8574,54:149.901,55:91.4928,56:97.4039,57:92.5838,58:92.9238,59:91.3608,60:92.8113,61:194.936,62:194.487,63:96.3499,64:194.006,65:130.655,66:101.701,67:96.0617,68:209.014,69:224.9,70:185.816,71:140.844,72:158.21,73:97.9149,74:140.465,75:95.9716,76:89.0579,77:193.391,78:90.476,79:145.983,80:88.5972,81:91.528,82:103.417,83:140.932,84:0,85:97.8529,86:90.6671,87:86.0685,88:146.124,89:164.366,90:99.8313,91:134.238,92:97.7511,93:145.92,94:97.9715,95:210.967,96:98.3395,97:150.33,98:206.669,99:200.705
85>0:189.906,1:203.272,2:233.122,3:284.691,4:210.552,5:232.373,6:94.9666,7:122.593,8:259.57,9:155.399,10:285.527,11:83.8882,12:213.604,13:235.724,14:236.5,15:235.036,16:293.757,17:76.4193,18:227.186,19:271.368,20:75.7849,21:210.177,22:178.647,23:242.82,24:202.641,25:239.04,26:217.667,27:204.477,28:203.91,29:216.964,30:243.487,31:284.577,32:262.762,33:148.509,34:128.202,35:154.219,36:243.079,37:128.587,38:236.941,39:89.4652,40:214.265,41:120.671,42:217.475,43:78.4557,44:281.697,45:229.015,46:229.719,47:89.0169,48:245.225,49:269.604,50:210.767,51:58.7918,52:216.778,53:120.913,54:300.223,55:212.014,56:151.732,57:288.273,58:186.534,59:97.2336,60:99.3753,61:270.845,62:245.797,63:275.395,64:215.78,65:194.228,66:155.742,67:130.183,68:269.579,69:279.225,70:192.572,71:155.606,72:231.877,73:150.557,74:209.854,75:250.557,76:163.04,77:236.08,78:299.382,79:230.336,80:239.77,81:267.534,82:263.262,83:260.927,84:187.14,85:0,86:278.693,87:118.06,88:181.559,89:149.123,90:73.3024,91:187.544,92:75.5485,93:284.453,94:146.861,95:301.56,96:222.453,97:264.313,98:328.451,99:252.549
86>0:232.493,1:150.913,2:79.4638,3:151.825,4:86.6615,5:239.675,6:165.592,7:165.546,8:148.411,9:163.773,10:193.002,11:159.018,12:157.207,13:179.427,14:87.0593,15:87.2518,16:153.179,17:155.793,18:215.626,19:120.65,20:160.629,21:237.56,22:139.677,23:211.158,24:162.899,25:211.881,26:148.911,27:178.61,28:185.162,29:174.494,30:138.622,31:217.17,32:236.034,33:165.254,34:165.522,35:158.064,36:200.604,37:164.846,38:138.261,39:165.74,40:238.27,41:158.376,42:86.4073,43:162.27,44:196.123,45:189.296,46:152.066,47:171.3,48:149.208,49:178.959,50:156.457,51:159.703,52:198.545,53:159.026,54:191.496,55:150.567,56:168.909,57:142.946,58:182.516,59:161.749,60:167.297,61:224.035,62:185.051,63:82.109,64:245.373,65:164.715,66:154.942,67:196.891,68:263.579,69:171.672,70:238.227,71:161.624,72:149.896,73:161.465,74:187.23,75:76.7963,76:164.571,77:193.607,78:145.039,79:205.19,80:132.879,81:46.4924,82:159.911,83:140.732,84:92.345,85:153.471,86:0,87:162.598,88:136.729,89:244.588,90:162.169,91:159.012,92:164.061,93:149.531,94:151.663,95:230.206,96:140.467,97:140.07,98:210.73,99:187.767
87>0:146.217,1:180.892,2:233.466,3:163.619,4:167.35,5:184.074,6:90.57,7:76.2432,8:248.63,9:185.869,10:198.844,11:99.0926,12:162.073,13:191.896,14:166.286,15:197.659,16:160.823,17:98.8026,18:206.253,19:202.031,20:89.3556,21:134.004,22:176.656,23:250.866,24:87.0494,25:196.49,26:162.708,27:200.956,28:192.692,29:196.964,30:237.88,31:177.775,32:179.467,33:83.6327,34:83.7059,35:144.592,36:200.435,37:81.2719,38:229.664,39:89.8236,40:183.605,41:83.344,42:166.473,43:94.3466,44:223.76,45:192.115,46:170.394,47:87.9191,48:253.683,49:201.438,50:166.539,51:97.6478,52:225.169,53:90.0799,54:224.575,55:161.906,56:86.5696,57:166.474,58:187.593,59:90.5271,60:92.0325,61:191.086,62:199.464,63:171.683,64:143.776,65:165.28,66:90.4011,67:159.424,68:196.666,69:223.755,70:170.258,71:188.539,72:248.935,73:85.3344,74:195.984,75:168.171,76:75.7225,77:241.585,78:161.964,79:187.525,80:231.392,81:252.861,82:166.622,83:229.334,84:155.329,85:93.5826,86:237.819,87:0,88:171.748,89:159.37,90:92.1318,91:159.808,92:97.3705,93:227.731,94:98.2334,95:221.964,96:240.471,97:247.985,98:182.641,99:225.858
88>0:100.606,1:95.2874,2:94.2602,3:108.143,4:96.6812,5:90.5332,6:104.901,7:98.3678,8:90.7193,9:73.8234,10:88.9414,11:110.773,12:106.405,13:99.7321,14:92.5578,15:99.7628,16:104.494,17:98.2532,18:89.8344,19:92.6989,20:98.6818,21:92.1534,22:56.4847,23:91.2669,24:105.944,25:87.3421,26:103.214,27:79.7096,28:81.167,29:95.6229,30:88.2102,31:92.1179,32:97.9361,33:101.091,34:106.268,35:92.951,36:93.4545,37:97.6606,38:89.4273,39:103.889,40:88.2331,41:101.647,42:86.7923,43:104.173,44:99.6614,45:95.6105,46:105.478,47:99.4517,48:84.1559,49:97.5755,50:95.9118,51:104.35,52:92.3455,53:94.1753,54:90.6423,55:102.43,56:97.603,57:107.412,58:98.7129,59:99.8117,60:102.912,61:99.4392,62:93.8979,63:99.8443,64:91.3493,65:95.3538,66:105.836,67:105.39,68:90.5043,69:101.426,70:84.3032,71:75.8758,72:91.112,73:102.271,74:87.3485,75:98.8096,76:97.5138,77:75.7525,78:95.3791,79:73.4621,80:95.4279,81:84.7959,82:105.544,83:79.7817,84:95.9188,85:99.8278,86:104.128,87:104.239,88:0,89:102.228,90:99.2104,91:97.6594,92:103.066,93:85.3329,94:104.316,95:98.569,96:102.619,97:87.0567,98:95.8396,99:96.0051
89>0:94.1972,1:167.474,2:298.942,3:228.418,4:166.68,5:167.614,6:128.32,7:166.929,8:353.772,9:276.708,10:168.408,11:156.791,12:170.552,13:191.266,14:237.519,15:170.419,16:217.291,17:142.869,18:195.24,19:266.877,20:148.655,21:91.3568,22:270.674,23:196.118,24:217.015,25:229.749,26:167.342,27:300.758,28:328.048,29:200.226,30:331.335,31:185.731,32:144.629,33:140.018,34:212.99,35:212.062,36:190.51,37:139.399,38:348.142,39:211.506,40:140.064,41:150.485,42:270.759,43:150.07,44:208.436,45:156.053,46:220.87,47:130.68,48:293.764,49:164.645,50:218.628,51:156.209,52:185.209,53:214.827,54:218.243,55:169.939,56:139.164,57:221.436,58:165.12,59:133.882,60:134.233,61:85.0436,62:200.231,63:169.783,64:92.59,65:265.116,66:152.276,67:92.4658,68:225.3,69:200.059,70:144.263,71:277.852,72:344.596,73:149.656,74:313.344,75:235.033,76:75.415,77:274.136,78:230.532,79:163.722,80:299.807,81:255.435,82:217.375,83:251.914,84:196.381,85:98.3398,86:266.52,87:205.184,88:256.064,89:0,90:155.659,91:264.412,92:152.316,93:225.971,94:147.816,95:153.964,96:269.37,97:357.511,98:189.541,99:203.424
90>0:232.478,1:223.506,2:266.615,3:227.944,4:215.497,5:341.426,6:95.2445,7:128.992,8:263.537,9:284.086,10:352.296,11:72.7976,12:181.679,13:275.476,14:321.954,15:354.302,16:329.465,17:138.121,18:366.064,19:304.222,20:83.6848,21:271.117,22:209.429,23:391.809,24:136.255,25:370.566,26:199.405,27:237.655,28:242.008,29:280.64,30:267.375,31:253.458,32:323.511,33:148.315,34:127.395,35:128.794,36:301.15,37:171.503,38:266.438,39:172.607,40:352.597,41:107.166,42:221.005,43:150.406,44:268.643,45:381.023,46:333.989,47:90.5745,48:299.391,49:288.117,50:326.193,51:71.4196,52:298.604,53:154.009,54:262.023,55:187.921,56:117.543,57:228.065,58:220.209,59:95.2898,60:98.2359,61:305.37,62:327.28,63:336.014,64:266.531,65:223.356,66:146.073,67:166.736,68:343.324,69:208.337,70:319.349,71:283.332,72:266.674,73:151.758,74:232.751,75:328.205,76:166.044,77:270.224,78:322.423,79:252.145,80:268.589,81:267.257,82:189.897,83:222.221,84:204.234,85:74.3994,86:283.025,87:213.061,88:204.988,89:224.362,90:0,91:218.047,92:76.3123,93:266.617,94:149.068,95:330.257,96:362.261,97:263.345,98:295.324,99:272.379
91>0:191.444,1:65.9753,2:159.461,3:85.7465,4:140.311,5:185.067,6:142.11,7:154.245,8:154.597,9:114.353,10:203.344,11:155.034,12:159.955,13:204.435,14:162.489,15:152.536,16:91.7927,17:150.191,18:182.881,19:165.104,20:157.709,21:187.059,22:143.328,23:186.925,24:145.007,25:188.72,26:95.5584,27:144.002,28:136.523,29:188.753,30:164.335,31:187.563,32:189.994,33:152.607,34:149.294,35:78.386,36:211.938,37:156.759,38:165.177,39:151.813,40:186.946,41:155.511,42:151.999,43:164.793,44:176.559,45:203.588,46:149.162,47:152.009,48:210.505,49:164.734,50:142.492,51:163.703,52:204.753,53:151.149,54:162.975,55:93.3728,56:155.305,57:93.1214,58:73.1378,59:154.051,60:148.215,61:186.5,62:206.451,63:150.639,64:197.266,65:37.8629,66:160.311,67:169.202,68:186.913,69:212.929,70:197.241,71:92.1894,72:154.572,73:161.519,74:145.077,75:167.577,76:195.394,77:201.825,78:151.733,79:132.83,80:164.124,81:152.027,82:98.8292,83:141.328,84:135.445,85:162.827,86:149.121,87:160.686,88:136.513,89:192.354,90:161.835,91:0,92:152.083,93:150.795,94:150.593,95:176.725,96:162.511,97:153.842,98:189.956,99:187.493
92>0:230.72,1:278.137,2:294.914,3:262.902,4:230.655,5:425.527,6:92.1188,7:201.097,8:324.49,9:194.791,10:299.339,11:58.4825,12:263.373,13:294.018,14:256.636,15:166.353,16:167.502,17:70.2638,18:338.158,19:245.376,20:155.497,21:315.993,22:222.984,23:485.146,24:149.75,25:280.345,26:170.891,27:247.15,28:233.276,29:313.789,30:292.002,31:322.551,32:292.196,33:153.71,34:128.002,35:168.611,36:348.647,37:84.9567,38:288.257,39:227.926,40:439.085,41:201.787,42:230.599,43:82.9579,44:257.527,45:361.375,46:260.86,47:96.2521,48:271.492,49:314.444,50:159.959,51:107.17,52:247.605,53:147.802,54:262.731,55:180.21,56:81.8412,57:256.55,58:188.649,59:97.1877,60:97.5895,61:281.943,62:331.473,63:264.768,64:316.438,65:273.738,66:142.911,67:179.6,68:297.627,69:232.773,70:398.915,71:188.305,72:285.433,73:135.104,74:252.316,75:255.555,76:194.135,77:252.007,78:265.134,79:317.22,80:282.857,81:297.044,82:173.439,83:221.309,84:226.321,85:75.4098,86:295.132,87:272.634,88:216.135,89:241.885,90:70.5171,91:273.754,92:0,93:261.604,94:132.726,95:305.852,96:171.276,97:312.706,98:336.533,99:274.331
93>0:93.2857,1:89.5104,2:160.178,3:102.667,4:91.7876,5:143.743,6:158.821,7:149.588,8:150.432,9:84.6833,10:89.3292,11:153.153,12:99.3118,13:103.8,14:168.997,15:98.101,16:91.7207,17:152.767,18:79.305,19:166.626,20:151.24,21:149.109,22:86.5674,23:96.4113,24:152.153,25:92.4278,26:97.532,27:78.493,28:79.1446,29:101.987,30:157.603,31:101.023,32:79.7556,33:152.443,34:157.385,35:96.6852,36:92.2026,37:153.246,38:155.62,39:153.287,40:145.7,41:157.305,42:89.8524,43:158.665,44:87.3558,45:91.0525,46:98.0498,47:155.462,48:148.265,49:97.5323,50:96.2512,51:151.567,52:92.1151,53:150.425,54:62.072,55:109.14,56:159.644,57:98.2731,58:92.2052,59:158.261,60:162.12,61:99.5007,62:86.5279,63:97.5563,64:153.535,65:92.715,66:157.095,67:147.277,68:78.9756,69:101.205,70:145.611,71:78.2663,72:158.172,73:160.728,74:82.134,75:166.759,76:158.469,77:153.88,78:99.227,79:80.9477,80:157.773,81:91.4577,82:102.408,83:68.9309,84:92.9425,85:157.88,86:83.2156,87:152.997,88:81.2416,89:154.681,90:157.515,91:97.8816,92:159.102,93:0,94:167.286,95:91.1225,96:154.564,97:147.199,98:87.8247,99:99.6424
94>0:224.871,1:260.258,2:366.245,3:160.365,4:190.488,5:296.164,6:119.449,7:214.094,8:292.137,9:231.858,10:260.614,11:191.338,12:81.6702,13:238.225,14:259.28,15:261.722,16:176.054,17:75.7818,18:342.445,19:262.445,20:155.546,21:249.778,22:233.148,23:326.488,24:99.0168,25:295.599,26:145.606,27:280.023,28:331.869,29:286.261,30:287.764,31:363.892,32:294.164,33:95.3766,34:161.868,35:151.392,36:268.997,37:95.8526,38:304.554,39:154.809,40:322.407,41:159.78,42:192.804,43:73.7675,44:354.69,45:251.605,46:196.257,47:111.315,48:289.124,49:317.058,50:202.7,51:197.937,52:298.967,53:150.906,54:312.708,55:128.081,56:114.305,57:161.425,58:230.317,59:106.567,60:116.42,61:337.806,62:303.947,63:252.881,64:249.781,65:260.623,66:73.4822,67:172.295,68:310.509,69:322.674,70:293.936,71:239.075,72:364.707,73:37.1382,74:295.049,75:260.766,76:221.581,77:306.648,78:189.014,79:275.82,80:316.593,81:374.245,82:136.581,83:308.764,84:202.574,85:193.106,86:369.828,87:137.409,88:234.316,89:192.925,90:193.937,91:252.15,92:127.675,93:251.289,94:0,95:319.413,96:267.603,97:291.408,98:237.821,99:325.542
95>0:100.665,1:226.788,2:292.99,3:239.735,4:260.341,5:151.357,6:165.207,7:168.741,8:292.028,9:147.442,10:158.758,11:159.779,12:165.954,13:171.656,14:211.921,15:216.52,16:242.139,17:168.171,18:181.885,19:287.74,20:158.397,21:147.823,22:232.569,23:169.501,24:172.453,25:210.958,26:170.979,27:250.774,28:250.659,29:154.522,30:286.931,31:161.084,32:95.9331,33:161.091,34:168.012,35:218.786,36:161.101,37:174.395,38:267.466,39:152.791,40:147.367,41:149.61,42:240.752,43:166.654,44:170.598,45:165.791,46:226.679,47:175.844,48:278.901,49:167.062,50:211.466,51:160.868,52:151.328,53:168.535,54:192.83,55:164.547,56:169.357,57:223.154,58:225.381,59:172.363,60:173.775,61:63.9997,62:194.03,63:271.661,64:155.003,65:261.016,66:167.695,67:149.584,68:201.263,69:211.69,70:147.204,71:148.816,72:280.72,73:167.885,74:244.234,75:213.262,76:160.228,77:246.893,78:223.655,79:179.441,80:288.838,81:238.62,82:249.692,83:249.939,84:268.28,85:163.502,86:220.631,87:161.149,88:208.65,89:156.282,90:156.226,91:257.884,92:167.582,93:180.606,94:168.534,95:0,96:241.257,97:286.383,98:120.045,99:170.064
96>0:245.983,1:159.201,2:154.074,3:87.7999,4:95.9991,5:204.355,6:132.743,7:167.915,8:142.202,9:217.258,10:301.707,11:220.169,12:91.6103,13:282.744,14:109.515,15:76.585,16:96.001,17:193.732,18:285.793,19:83.3081,20:264.259,21:215.653,22:218.914,23:283.96,24:263.017,25:255.799,26:147.049,27:243.107,28:228.57,29:266.68,30:137.78,31:256.597,32:284.849,33:267.63,34:262.376,35:198.561,36:260.701,37:274.142,38:137.935,39:168.972,40:284.419,41:167.272,42:94.7741,43:168.891,44:256.379,45:260.707,46:86.3981,47:131.005,48:232.336,49:258.497,50:150.188,51:271.437,52:261.678,53:262.508,54:287.585,55:91.0586,56:213.6,57:91.2145,58:158.017,59:82.5812,60:89.9721,61:302.424,62:262.867,63:79.2601,64:213.932,65:189.317,66:102.45,67:169.237,68:235.209,69:246.89,70:259.472,71:207.761,72:174.031,73:97.1287,74:238.664,75:107.091,76:175.863,77:203.929,78:80.1187,79:226.046,80:133.555,81:144.597,82:175.551,83:235.646,84:89.0265,85:270.546,86:153.491,87:166.846,88:193.265,89:299.833,90:274.025,91:191.096,92:210.696,93:296.826,94:99.9732,95:293.485,96:0,97:148.663,98:232.953,99:250.957
97>0:165.691,1:193.9,2:87.1839,3:142.33,4:142.277,5:158.648,6:206.279,7:199.896,8:46.6855,9:153.854,10:164.02,11:200.448,12:146.242,13:169.882,14:92.4518,15:94.8439,16:151.666,17:208.364,18:179.203,19:90.2032,20:210.411,21:158.128,22:84.3365,23:185.263,24:201.682,25:169.636,26:154.182,27:156.817,28:154.922,29:162.219,30:80.183,31:153.755,32:158.47,33:195.174,34:202.255,35:200.979,36:151.611,37:213.458,38:157.682,39:205.05,40:161.521,41:156.775,42:148.722,43:217.514,44:147.596,45:168.419,46:142.093,47:150.989,48:81.9374,49:162.047,50:209.184,51:205.256,52:166.57,53:198.012,54:180.42,55:154.824,56:211.714,57:150.009,58:195.77,59:203.152,60:200.357,61:157.237,62:159.872,63:149.89,64:167.013,65:193.464,66:207.757,67:164.958,68:154.895,69:158.898,70:157.765,71:157.575,72:62.8403,73:149.16,74:159.503,75:94.2847,76:159.703,77:89.0497,78:144.675,79:156.965,80:74.702,81:135.685,82:152.026,83:159.537,84:188.03,85:203.917,86:135.296,87:146.298,88:94.3316,89:167.493,90:203.467,91:196.266,92:207.422,93:187.803,94:153.128,95:150.815,96:90.9322,97:0,98:166.317,99:147.917
98>0:88.8195,1:165.623,2:182.838,3:163.084,4:179.332,5:82.6255,6:164.952,7:156.622,8:217.094,9:107.993,10:83.565,11:156.058,12:172.815,13:91.3911,14:186.242,15:182.72,16:159.882,17:164.761,18:74.8172,19:190.613,20:153.472,21:131.252,22:126.69,23:73.3915,24:150.179,25:154.261,26:156.85,27:208.422,28:201.887,29:95.1161,30:190.744,31:92.6309,32:76.5282,33:163.248,34:158.366,35:158.063,36:94.743,37:158.831,38:218.067,39:146.064,40:81.7993,41:153.364,42:178.129,43:159.377,44:95.9704,45:83.1736,46:183.976,47:165.079,48:218.664,49:85.2813,50:156.872,51:151.812,52:98.7572,53:154.751,54:117.518,55:159.555,56:154.35,57:153.524,58:153.104,59:158.88,60:165.172,61:90.8453,62:92.3783,63:183.733,64:130.049,65:175.022,66:168.38,67:147.432,68:79.7672,69:162.353,70:84.2302,71:114.802,72:216.638,73:162.561,74:208.388,75:183.554,76:137.286,77:167.431,78:180.151,79:133.67,80:213.81,81:201.272,82:183.681,83:192.518,84:183.165,85:150.707,86:182.455,87:152.345,88:121.368,89:148.444,90:152.539,91:177.275,92:152.556,93:114.255,94:155.314,95:92.6376,96:257.229,97:212.341,98:0,99:90.0152
99>0:173.585,1:193.624,2:165.146,3:197.279,4:227.835,5:197.322,6:206.515,7:179.614,8:193.992,9:157.973,10:186.539,11:223.549,12:217.839,13:195.315,14:199.315,15:201.294,16:219.799,17:199.459,18:201.013,19:194.175,20:179.861,21:214.916,22:166.852,23:210.818,24:202.675,25:153.803,26:227.091,27:180.05,28:223.46,29:149.264,30:156.194,31:146.784,32:197.308,33:204.068,34:220.861,35:166.672,36:97.2973,37:222.289,38:184.167,39:208.716,40:163.266,41:181.187,42:226.162,43:174.052,44:67.3357,45:116.33,46:190.378,47:210.852,48:134.102,49:167.818,50:201.732,51:213.089,52:97.4879,53:179.736,54:111.342,55:225.549,56:211.332,57:195.441,58:205.794,59:213.209,60:203.189,61:297.534,62:133.941,63:204.13,64:215.298,65:187.779,66:197.248,67:160.046,68:127.188,69:135.738,70:164.044,71:151.373,72:165.221,73:212.785,74:186.002,75:159.697,76:185.706,77:124.935,78:201.328,79:131.759,80:161.821,81:193.115,82:193.054,83:118.974,84:226.944,85:210.681,86:203.788,87:184.734,88:144.49,89:212.429,90:220.688,91:186.861,92:236.523,93:100.582,94:214.442,95:303.148,96:183.716,97:191.163,98:250.41699:0
